#,Step,Step Title,Sub-step,Sub-step Title,Problem,Difficulty,Tag,Status,Date Solved,Revision,Notes,BLOG,YT,LC,GFG,CN,TUF,Alt Link,Alt Source,LC (suggested),LC Suggested By,Solution PDF page,Origin
59,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Rearrange the array in alternating positive and negative items,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/arrays/rearrange-array-elements-by-sign/,https://www.youtube.com/watch?v=h4aBagy4Uok,https://leetcode.com/problems/rearrange-array-elements-by-sign/,https://www.geeksforgeeks.org/problems/array-of-alternate-ve-and-ve-nos1401/1,https://www.codingninjas.com/codestudio/problems/alternate-numbers_6783445,https://takeuforward.org/plus/dsa/problems/rearrange-array-elements-by-sign,,,,,,takeuforward roadmap
60,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Next Permutation,Medium,"Arrays, Data Structures, Two Pointer",Not Started,,,,https://takeuforward.org/data-structure/next_permutation-find-next-lexicographically-greater-permutation/,https://www.youtube.com/watch?v=JDOXKqF60RQ,https://leetcode.com/problems/next-permutation/,https://www.geeksforgeeks.org/problems/next-permutation5226/1,https://www.codingninjas.com/codestudio/problems/next-greater-permutation_6929564,,,,,,,takeuforward roadmap
61,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Leaders in an Array problem,Easy,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/leaders-in-an-array/,https://www.youtube.com/watch?v=cHrH9CQ8pmY,,https://www.geeksforgeeks.org/problems/leaders-in-an-array-1587115620/1,https://www.codingninjas.com/codestudio/problems/superior-elements_6783446,https://takeuforward.org/plus/dsa/problems/leaders-in-an-array,,,,,117,takeuforward roadmap
62,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Longest Consecutive Sequence in an Array,Medium,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/longest-consecutive-sequence-in-an-array/,https://www.youtube.com/watch?v=oO5uLE7EUlM,https://leetcode.com/problems/longest-consecutive-sequence/solution/,https://www.geeksforgeeks.org/problems/longest-consecutive-subsequence2449/0,https://www.codingninjas.com/codestudio/problems/longest-successive-elements_6811740,https://takeuforward.org/plus/dsa/problems/longest-consecutive-sequence-in-an-array,,,,,120,takeuforward roadmap
63,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Set Matrix Zeros,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/set-matrix-zero/,https://www.youtube.com/watch?v=N0MgLvceX7M,https://leetcode.com/problems/set-matrix-zeroes/,https://www.geeksforgeeks.org/problems/make-zeroes4042/1,https://www.codingninjas.com/codestudio/problems/zero-matrix_1171153,,,,,,124,takeuforward roadmap
64,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Rotate Matrix by 90 degrees,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/rotate-image-by-90-degree/,https://www.youtube.com/watch?v=Z0R2u6gd3GU,https://leetcode.com/problems/rotate-image/,https://www.geeksforgeeks.org/problems/rotate-by-90-degree-1587115621/1,https://www.codingninjas.com/codestudio/problems/rotate-the-matrix_6825090,https://takeuforward.org/plus/dsa/problems/rotate-matrix-by-90-degrees,,,,,131,takeuforward roadmap
65,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Print the matrix in spiral manner,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/spiral-traversal-of-matrix/,https://www.youtube.com/watch?v=3Zv-s9UUrFM,https://leetcode.com/problems/spiral-matrix/,https://www.geeksforgeeks.org/problems/spiral-matrix--141631/1,https://www.codingninjas.com/codestudio/problems/spiral-matrix_6922069,https://takeuforward.org/plus/dsa/problems/print-the-matrix-in-spiral-manner,,,,,,takeuforward roadmap
66,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],2,2. Medium,Count subarrays with given sum,Easy,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/arrays/count-subarray-sum-equals-k/,https://www.youtube.com/watch?v=xvNwoz-ufXA,https://leetcode.com/problems/subarray-sum-equals-k/,https://www.codingninjas.com/codestudio/problems/subarray-sums-i_1467103,https://www.codingninjas.com/studio/problems/subarray-sums-i_1467103,https://takeuforward.org/plus/dsa/problems/count-subarrays-with-given-sum,,,,,76,takeuforward roadmap
67,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Pascal's Triangle,Medium,"Arrays, Data Structures, Maths",Not Started,,,,https://takeuforward.org/data-structure/program-to-generate-pascals-triangle/,https://www.youtube.com/watch?v=bR7mQgwQ_o8,https://leetcode.com/problems/pascals-triangle/,https://www.geeksforgeeks.org/problems/pascal-triangle0652/1,https://www.codingninjas.com/codestudio/problems/print-pascal-s-triangle_6917910,https://takeuforward.org/plus/dsa/problems/pascal's-triangle,,,,,141,takeuforward roadmap
68,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Majority Element (n/3 times),Medium,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/majority-elementsn-3-times-find-the-elements-that-appears-more-than-n-3-times-in-the-array/,https://www.youtube.com/watch?v=vwZj1K0e9U8,https://leetcode.com/problems/majority-element-ii/,,https://www.codingninjas.com/codestudio/problems/majority-element_6915220,https://takeuforward.org/plus/dsa/problems/majority-element-ii,,,,,94,takeuforward roadmap
69,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,3-Sum Problem,Medium,"Arrays, Sorting, Two Pointer, Data Structures, Hashing",Not Started,,,,https://takeuforward.org/data-structure/3-sum-find-triplets-that-add-up-to-a-zero/,https://www.youtube.com/watch?v=DhFh8Kw7ymk,https://leetcode.com/problems/3sum/,https://www.geeksforgeeks.org/problems/3-sum-closest/1,https://www.codingninjas.com/codestudio/problems/three-sum_6922132,https://takeuforward.org/plus/dsa/problems/3-sum,,,,,,takeuforward roadmap
70,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,4-Sum Problem,Hard,"Arrays, Sorting, Data Structures, Two Pointer, Hashing",Not Started,,,,https://takeuforward.org/data-structure/4-sum-find-quads-that-add-up-to-a-target-value/,https://www.youtube.com/watch?v=eD95WRfh81c,https://leetcode.com/problems/4sum/,https://www.geeksforgeeks.org/problems/find-all-four-sum-numbers1732/1,https://www.codingninjas.com/codestudio/problems/4sum_5713771,https://takeuforward.org/plus/dsa/problems/4-sum,,,,,,takeuforward roadmap
71,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Largest Subarray with 0 Sum,Medium,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/length-of-the-longest-subarray-with-zero-sum/,https://www.youtube.com/watch?v=xmguZ6GbatA,,https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1,https://www.codingninjas.com/codestudio/problems/longest-subarray-with-zero-sum_6783450,,,,,,76,takeuforward roadmap
72,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Count number of subarrays with given xor K,Hard,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/count-the-number-of-subarrays-with-given-xor-k/,https://www.youtube.com/watch?v=eZr-6p0B7ME,,https://www.geeksforgeeks.org/problems/subsets-with-xor-value2023/1,https://www.codingninjas.com/codestudio/problems/subarrays-with-xor-k_6826258,https://takeuforward.org/plus/dsa/problems/count-subarrays-with-given-xor-k,https://www.interviewbit.com/problems/subarray-with-given-xor/,InterviewBit,,,162,takeuforward roadmap
73,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Merge Overlapping Subintervals,Medium,"Arrays, Data Structures, Sorting",Not Started,,,,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,https://www.youtube.com/watch?v=IexN60k62jo,https://leetcode.com/problems/merge-intervals/,https://www.geeksforgeeks.org/problems/overlapping-intervals--170633/1,https://www.codingninjas.com/codestudio/problems/merge-all-overlapping-intervals_6783452,,,,,,168,takeuforward roadmap
74,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Merge two sorted arrays without extra space,Medium,"Arrays, Sorting, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/merge-two-sorted-arrays-without-extra-space/,https://www.youtube.com/watch?v=n7uwj04E0I4,https://leetcode.com/problems/merge-sorted-array/,https://www.geeksforgeeks.org/problems/merge-two-sorted-arrays-1587115620/1,https://www.codingninjas.com/codestudio/problems/merge-two-sorted-arrays-without-extra-space_6898839,https://takeuforward.org/plus/dsa/problems/merge-two-sorted-arrays-without-extra-space,,,,,172,takeuforward roadmap
75,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Find the repeating and missing number,Hard,"Arrays, Maths, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/find-the-repeating-and-missing-numbers/,https://www.youtube.com/watch?v=2D0D8HE6uak,,https://www.geeksforgeeks.org/problems/find-missing-and-repeating2512/1,https://www.codingninjas.com/codestudio/problems/missing-and-repeating-numbers_6828164,https://takeuforward.org/plus/dsa/problems/find-the-repeating-and-missing-number,,,,,173,takeuforward roadmap
76,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Count Inversions,Hard,"Sorting, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/count-inversions-in-an-array/,https://www.youtube.com/watch?v=AseUmwVNaoY,,https://www.geeksforgeeks.org/problems/inversion-of-array-1587115620/1,https://www.codingninjas.com/codestudio/problems/number-of-inversions_6840276,https://takeuforward.org/plus/dsa/problems/count-inversions,,,,,185,takeuforward roadmap
77,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Reverse Pairs,Hard,"Arrays, Sorting, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/count-reverse-pairs/,https://www.youtube.com/watch?v=0e4bZaP3MDI,https://leetcode.com/problems/reverse-pairs/,https://www.geeksforgeeks.org/problems/pairwise-swap-elements-of-a-linked-list-by-swapping-data/1,https://www.codingninjas.com/codestudio/problems/team-contest_6840309,https://takeuforward.org/plus/dsa/problems/reverse-pairs,,,,,188,takeuforward roadmap
78,3,Step 3: Solve Problems on Arrays [Easy -> Medium -> Hard],3,3. Hard,Maximum Product Subarray,Easy,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/maximum-product-subarray-in-an-array/,https://www.youtube.com/watch?v=hnswaLJvr6g,https://leetcode.com/problems/maximum-product-subarray/,https://www.geeksforgeeks.org/problems/maximum-product-subarray3604/0,https://www.codingninjas.com/codestudio/problems/subarray-with-maximum-product_6890008,https://takeuforward.org/plus/dsa/problems/maximum-product-subarray-in-an-array,,,,,192,takeuforward roadmap
79,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Binary Search to find X in sorted array,Easy,"Arrays, Binary Search, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/binary-search-explained/,https://www.youtube.com/watch?v=MHf6awe89xw,https://leetcode.com/problems/binary-search/,https://www.geeksforgeeks.org/problems/binary-search-1587115620/1,https://www.codingninjas.com/codestudio/problems/binary-search_972,https://takeuforward.org/plus/dsa/problems/search-x-in-sorted-array,,,,,,takeuforward roadmap
80,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Implement Lower Bound,Easy,"Binary Search, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/arrays/implement-lower-bound-bs-2/,https://www.youtube.com/watch?v=6zhGS79oQ4k,,https://www.geeksforgeeks.org/problems/floor-in-a-sorted-array-1587115620/1,https://www.codingninjas.com/codestudio/problems/lower-bound_8165382,https://takeuforward.org/plus/dsa/problems/lower-bound-,,,,,201,takeuforward roadmap
81,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Implement Upper Bound,Easy,"Arrays, Binary Search, Data Structures",Not Started,,,,https://takeuforward.org/arrays/implement-upper-bound/,https://www.youtube.com/watch?v=6zhGS79oQ4k,,https://www.geeksforgeeks.org/problems/ceil-the-floor2802/1,https://www.codingninjas.com/studio/problems/implement-upper-bound_8165383,https://takeuforward.org/plus/dsa/problems/upper-bound,,,,,204,takeuforward roadmap
82,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Search Insert Position,Easy,"Arrays, Binary Search, Data Structures",Not Started,,,,https://takeuforward.org/arrays/search-insert-position/,https://www.youtube.com/watch?v=6zhGS79oQ4k,https://leetcode.com/problems/search-insert-position/,https://www.geeksforgeeks.org/problems/search-insert-position-of-k-in-a-sorted-array/1,https://www.codingninjas.com/codestudio/problems/algorithm-to-find-best-insert-position-in-sorted-array_839813,https://takeuforward.org/plus/dsa/problems/search-insert-position,,,,,207,takeuforward roadmap
83,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Floor/Ceil in Sorted Array,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/arrays/floor-and-ceil-in-sorted-array/,https://www.youtube.com/watch?v=6zhGS79oQ4k,,https://www.codingninjas.com/codestudio/problems/ceiling-in-a-sorted-array_1825401,https://www.codingninjas.com/studio/problems/ceiling-in-a-sorted-array_1825401,https://takeuforward.org/plus/dsa/problems/floor-and-ceil-in-sorted-array,,,,,210,takeuforward roadmap
84,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Find the first or last occurrence of a given number in a sorted array,Easy,"Binary Search, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/last-occurrence-in-a-sorted-array/,https://www.youtube.com/watch?v=hjR1IYVx9lY,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,https://www.geeksforgeeks.org/problems/first-and-last-occurrences-of-x3116/1,https://www.codingninjas.com/codestudio/problems/first-and-last-position-of-an-element-in-sorted-array_1082549,https://takeuforward.org/plus/dsa/problems/first-and-last-occurrence,,,,,213,takeuforward roadmap
85,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Count occurrences of a number in a sorted array with duplicates,Easy,"Hashing, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/count-occurrences-in-sorted-array/,https://www.youtube.com/watch?v=hjR1IYVx9lY,,https://www.geeksforgeeks.org/problems/number-of-occurrence2259/1,https://www.codingninjas.com/codestudio/problems/occurrence-of-x-in-a-sorted-array_630456,,,,,,,takeuforward roadmap
86,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Search in Rotated Sorted Array I,Medium,"Arrays, Binary Search",Not Started,,,,https://takeuforward.org/data-structure/search-element-in-a-rotated-sorted-array/,https://www.youtube.com/watch?v=5qGrJbHhqFs,https://leetcode.com/problems/search-in-rotated-sorted-array/,https://www.geeksforgeeks.org/problems/search-in-a-rotated-array4618/1,https://www.codingninjas.com/codestudio/problems/search-in-rotated-sorted-array_1082554,https://takeuforward.org/plus/dsa/problems/search-in-rotated-sorted-array-i,,,,,221,takeuforward roadmap
87,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Search in Rotated Sorted Array II,Medium,"Arrays, Binary Search",Not Started,,,,https://takeuforward.org/arrays/search-element-in-rotated-sorted-array-ii/,https://www.youtube.com/watch?v=w2G2W8l__pc,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,https://www.geeksforgeeks.org/problems/search-in-rotated-array-2/1,https://www.codingninjas.com/codestudio/problems/search-in-a-rotated-sorted-array-ii_7449547,https://takeuforward.org/plus/dsa/problems/search-in-rotated-sorted-array-ii,,,,,221,takeuforward roadmap
88,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Find minimum in Rotated Sorted Array,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-in-rotated-sorted-array/,https://www.youtube.com/watch?v=nhEMDKMB44g,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,https://www.geeksforgeeks.org/problems/minimum-element-in-a-sorted-and-rotated-array3611/1,https://www.codingninjas.com/codestudio/problems/rotated-array_1093219,https://takeuforward.org/plus/dsa/problems/find-minimum-in-rotated-sorted-array,,,,,229,takeuforward roadmap
89,4,"Step 4: Binary Search [1D, 2D Arrays, Search Space]",1,1. BS on 1D Arrays,Find out how many times has an array been rotated,Easy,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/arrays/find-out-how-many-times-the-array-has-been-rotated/,https://www.youtube.com/watch?v=jtSiWTPLwd0,,https://www.geeksforgeeks.org/problems/rotation4723/1,https://www.codingninjas.com/codestudio/problems/rotation_7449070,https://takeuforward.org/plus/dsa/problems/find-out-how-many-times-the-array-is-rotated,,,,,232,takeuforward roadmap
